AGEP,SCHL,MAR,SEX,DIS,ESP,MIG,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,ESR
75,16.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
37,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
32,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
72,21.0,1,2,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
73,23.0,1,1,2,-99999.0,3.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
59,17.0,1,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
54,16.0,1,1,1,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
69,17.0,2,2,1,-99999.0,1.0,1,4.0,4,1,5,1,2,2.0,1,2.0,6.0
85,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
85,16.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,1,2,2.0,1,2.0,6.0
33,19.0,1,2,2,-99999.0,1.0,5,4.0,2,2,0,2,2,2.0,6,2.0,1.0
35,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
4,1.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,-99999.0,9,-99999.0,-99999.0
1,-99999.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,-99999.0,9,-99999.0,-99999.0
60,18.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
61,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
54,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
30,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
39,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
5,3.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
67,16.0,5,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,1.0
66,16.0,1,1,2,-99999.0,1.0,1,3.0,4,1,0,2,2,2.0,1,2.0,1.0
57,22.0,1,2,1,-99999.0,1.0,1,4.0,4,1,1,1,2,2.0,1,2.0,1.0
40,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
36,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
7,3.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
13,9.0,5,2,2,1.0,1.0,1,-99999.0,1,1,4,2,2,2.0,1,-99999.0,-99999.0
58,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
64,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
45,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
44,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
18,14.0,5,2,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
20,20.0,5,1,2,-99999.0,3.0,1,4.0,1,1,4,2,2,2.0,1,-99999.0,1.0
87,24.0,2,1,1,-99999.0,1.0,1,2.0,2,1,0,1,2,2.0,1,2.0,6.0
40,21.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
31,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
9,4.0,5,1,2,2.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
4,1.0,5,2,2,2.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
0,-99999.0,5,1,2,2.0,-99999.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
62,23.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
62,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
81,19.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
67,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,1,1,0,1,1,2.0,1,2.0,6.0
58,20.0,2,1,2,-99999.0,3.0,1,4.0,1,1,2,2,2,2.0,1,2.0,2.0
64,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,9,2.0,6.0
64,18.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
62,16.0,3,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
19,16.0,5,1,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,-99999.0,1.0
77,16.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,6.0
76,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
55,14.0,1,1,1,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
54,16.0,1,2,2,-99999.0,3.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
51,20.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
52,15.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
27,16.0,3,2,2,-99999.0,1.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,1.0
19,19.0,5,2,2,-99999.0,1.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,6.0
18,16.0,5,2,2,-99999.0,1.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,1.0
16,12.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,1.0
12,9.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
10,8.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
74,16.0,2,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
34,21.0,5,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
54,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
62,16.0,1,1,2,-99999.0,1.0,1,2.0,2,1,1,2,2,2.0,1,2.0,1.0
73,22.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
70,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
66,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
66,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
59,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
62,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
85,17.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,6.0
54,16.0,3,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,3,2.0,6.0
50,18.0,1,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,1.0,1,2.0,6.0
49,19.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
20,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,6.0
18,18.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,6.0
53,17.0,1,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
71,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
17,14.0,5,2,2,2.0,1.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,6.0
49,23.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
17,14.0,5,1,2,5.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,6.0
16,12.0,5,2,2,5.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,6.0
13,10.0,5,2,2,5.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
13,10.0,5,1,2,5.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
69,21.0,1,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,1.0
67,19.0,1,2,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,1.0
35,22.0,1,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
30,16.0,1,2,2,-99999.0,3.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
9,5.0,5,1,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
8,4.0,5,1,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
6,2.0,5,1,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
5,1.0,5,1,2,2.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,2,2,2.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
62,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
60,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
69,21.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
63,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
27,20.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
75,16.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,9,2.0,6.0
58,19.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
49,17.0,5,2,2,-99999.0,1.0,1,4.0,2,1,13,2,2,2.0,1,2.0,1.0
36,16.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
30,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,2.0,1.0
62,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
59,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
79,16.0,1,1,1,-99999.0,1.0,1,4.0,2,1,0,1,1,2.0,1,2.0,6.0
78,20.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,2,1,2.0,1,2.0,6.0
58,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
58,16.0,1,1,1,-99999.0,1.0,1,4.0,1,1,1,1,2,2.0,1,2.0,1.0
18,14.0,5,1,1,-99999.0,1.0,1,4.0,2,1,2,2,2,1.0,1,-99999.0,6.0
86,22.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,5,2.0,6.0
81,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
80,17.0,1,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,1.0
76,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
74,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
68,17.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
24,20.0,5,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,3,-99999.0,1.0
22,18.0,5,2,2,-99999.0,3.0,1,4.0,1,1,13,2,2,2.0,1,-99999.0,1.0
58,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
56,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
64,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
65,17.0,1,1,1,-99999.0,1.0,1,2.0,2,1,1,1,2,2.0,1,2.0,6.0
64,21.0,1,1,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,1.0
68,23.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
71,21.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
72,18.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
66,22.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
81,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
86,16.0,1,1,2,-99999.0,1.0,1,2.0,4,1,1,2,2,2.0,1,2.0,1.0
54,18.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
58,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
24,21.0,5,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
23,21.0,5,2,2,-99999.0,3.0,1,4.0,1,1,13,2,2,2.0,1,-99999.0,1.0
72,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
73,18.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
82,21.0,1,1,1,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
77,16.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
29,21.0,1,1,2,-99999.0,1.0,1,4.0,4,1,11,2,2,2.0,1,-99999.0,1.0
24,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,11,2,2,2.0,1,-99999.0,1.0
68,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
60,16.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
40,20.0,3,1,2,-99999.0,3.0,1,3.0,4,1,0,2,2,2.0,3,2.0,1.0
16,12.0,5,2,2,5.0,3.0,1,-99999.0,4,1,2,2,2,2.0,3,-99999.0,6.0
11,8.0,5,1,2,5.0,3.0,1,-99999.0,4,1,2,2,2,2.0,3,-99999.0,-99999.0
4,1.0,5,2,2,5.0,3.0,1,-99999.0,4,1,2,2,2,-99999.0,3,-99999.0,-99999.0
41,16.0,5,2,2,-99999.0,1.0,1,4.0,4,1,13,2,2,2.0,3,2.0,6.0
41,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
39,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
35,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
36,20.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
11,7.0,5,2,2,2.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
9,6.0,5,1,2,2.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
30,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
29,21.0,5,1,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,-99999.0,1.0
52,21.0,3,1,1,-99999.0,1.0,3,4.0,1,1,0,2,2,1.0,1,2.0,2.0
56,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
67,16.0,1,1,1,-99999.0,1.0,1,3.0,2,1,1,1,1,2.0,1,2.0,6.0
27,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,-99999.0,1.0
46,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
47,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,3,2.0,6.0
52,16.0,3,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
51,16.0,5,2,2,-99999.0,1.0,1,4.0,4,1,13,2,2,2.0,1,2.0,1.0
88,21.0,2,2,1,-99999.0,1.0,1,4.0,4,1,0,1,2,2.0,1,2.0,6.0
25,23.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,6.0
45,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
57,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
37,21.0,1,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
1,-99999.0,5,2,2,8.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
34,23.0,1,1,2,-99999.0,3.0,1,1.0,2,1,0,2,2,2.0,1,2.0,4.0
30,23.0,1,2,1,-99999.0,3.0,1,2.0,1,1,1,2,2,1.0,1,2.0,6.0
83,18.0,1,1,1,-99999.0,1.0,1,3.0,4,1,0,1,1,2.0,1,2.0,6.0
83,19.0,1,2,1,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,6.0
71,13.0,5,1,1,-99999.0,1.0,1,4.0,1,1,0,2,2,1.0,3,2.0,6.0
56,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
61,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
61,19.0,1,2,1,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
65,19.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
36,20.0,3,2,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
12,8.0,5,1,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
0,-99999.0,5,1,2,7.0,-99999.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
51,18.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
53,21.0,3,2,2,-99999.0,3.0,1,4.0,2,1,13,2,2,2.0,1,2.0,1.0
32,24.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
66,19.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
59,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
56,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,12,2,2,2.0,1,2.0,6.0
57,19.0,3,2,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,2.0,6.0
73,23.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
68,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
77,16.0,1,1,2,-99999.0,1.0,1,3.0,2,1,0,2,2,2.0,1,2.0,6.0
72,18.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
41,22.0,5,2,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,2.0,1.0
68,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
67,19.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
56,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
66,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
34,21.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
29,21.0,5,1,1,-99999.0,1.0,1,4.0,4,1,12,2,2,1.0,1,-99999.0,1.0
84,20.0,2,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,6.0
89,16.0,2,1,1,-99999.0,1.0,1,2.0,2,1,0,1,2,2.0,1,2.0,6.0
74,19.0,1,1,1,-99999.0,1.0,1,2.0,2,1,0,1,2,2.0,1,2.0,6.0
69,16.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,1,2,2.0,1,2.0,6.0
37,17.0,1,2,1,-99999.0,1.0,1,4.0,1,1,0,2,1,1.0,5,2.0,3.0
41,16.0,1,1,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
8,5.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,5,-99999.0,-99999.0
16,12.0,5,1,2,1.0,1.0,1,-99999.0,4,1,4,2,2,2.0,1,-99999.0,6.0
74,23.0,1,1,2,-99999.0,1.0,1,2.0,4,1,8,2,2,2.0,1,2.0,6.0
63,18.0,2,2,1,-99999.0,1.0,1,4.0,4,1,8,2,1,2.0,1,2.0,1.0
55,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
55,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
75,22.0,1,2,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,6.0
74,24.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
67,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
65,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
74,16.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
72,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
43,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
44,22.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
14,10.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
10,7.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
68,19.0,1,1,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,2.0,1.0
66,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
53,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
56,16.0,1,1,2,-99999.0,1.0,1,3.0,1,1,1,2,2,2.0,1,2.0,1.0
22,20.0,3,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,1.0
72,20.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,1.0,6.0
65,21.0,5,2,2,-99999.0,1.0,1,4.0,3,1,5,2,2,2.0,3,2.0,6.0
24,16.0,5,2,2,-99999.0,1.0,1,4.0,3,1,7,2,2,2.0,3,-99999.0,6.0
0,-99999.0,5,2,2,-99999.0,-99999.0,1,-99999.0,3,1,7,2,2,-99999.0,3,-99999.0,-99999.0
41,20.0,3,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
31,21.0,5,2,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,3,2.0,1.0
63,16.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
56,16.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,2,1.0,1,2.0,6.0
61,16.0,5,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
73,16.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,1.0,1,2.0,6.0
78,19.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,1,2,2.0,1,2.0,6.0
94,16.0,2,2,1,-99999.0,1.0,1,4.0,2,1,0,2,1,1.0,1,2.0,6.0
78,21.0,1,1,1,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
77,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
56,21.0,3,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,2.0,6.0
41,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
40,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
71,18.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
71,19.0,1,1,1,-99999.0,1.0,1,2.0,1,1,1,1,2,2.0,1,2.0,6.0
26,20.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
29,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,-99999.0,1.0
10,7.0,5,2,2,1.0,1.0,1,-99999.0,4,1,4,2,2,2.0,1,-99999.0,-99999.0
6,3.0,5,1,2,1.0,1.0,1,-99999.0,4,1,4,2,2,2.0,2,-99999.0,-99999.0
55,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
53,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
47,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
47,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
15,12.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
9,5.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
67,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
67,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
76,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
75,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
68,19.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
69,22.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
28,21.0,5,1,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,1,-99999.0,3.0
28,16.0,5,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
